종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
태광,11800,250,2.16,500,3127,26500,11.48,171364,-171.01,-1.1800000000000002
에스씨엠생명과학,26000,200,-0.76,500,3126,12022,6.859999999999999,34115,-46.68,-24.1
켐트로스,11750,250,2.17,100,3121,26558,4.619999999999999,2045302,70.78,3.32
펌텍코리아,25100,900,-3.46,500,3112,12400,1.6900000000000002,105809,16.3,12.15
슈피겐코리아,49950,150,-0.3,500,3105,6216,15.58,13460,5.67,16.959999999999997
엘비루셈,12600,150,-1.1800000000000002,500,3100,24600,27.12,102268,15.18,16.08
원티드랩,65900,1600,-2.3699999999999997,500,3099,4703,1.3900000000000001,93045,-28.279999999999998,36.8
올리패스,12000,100,-0.8300000000000001,500,3099,25827,3.2800000000000002,107248,-14,-77.11
하림,2915,0,0,500,3096,106210,1.42,472375,8.350000000000001,3.01
아이에이,1050,0,0,100,3095,294769,1.92,2135138,25,17.35
노바텍,30500,550,-1.77,500,3075,10082,0.69,70986,8.29,44.1
프로텍,27600,400,-1.43,500,3036,11000,1.59,105970,8.38,5.54
이지홀딩스,4620,5,0.11,500,3010,65146,2.3299999999999996,159514,5.68,21.17
인터플렉스,12900,0,0,500,3009,23327,2.18,67597,-5.89,-22.49
새로닉스,24150,5550,29.84,500,3000,12424,0.77,8446793,-196.34,-2.2
와이지-원,9810,340,-3.3499999999999996,500,2999,30574,11.93,240515,-30.18,-11.33
한국알콜,13800,200,-1.43,500,2982,21606,3.69,140768,5.6499999999999995,14.55
이트론,568,6,1.07,200,2980,524599,0.7899999999999999,10882419,-71,-13.31
세틀뱅크,31500,250,0.8,500,2978,9453,3.59,40625,16.919999999999998,NA
모다이노칩,3735,40,1.08,500,2978,79722,0.49,69438,28.95,3.07
오로스테크놀로지,31600,300,-0.9400000000000001,500,2942,9310,0.54,41799,29.84,5.81
미투젠,21650,50,0.23,0,2940,13580,6.34,81814,7.7,50.839999999999996
와이엠티,19600,400,-2,500,2931,14955,0.98,64989,26.810000000000002,15.94
다산네트웍스,8050,40,-0.49,500,2929,36381,1.2,104316,-22.18,-8.47
한양이엔지,16150,100,-0.62,500,2907,18000,3.08,81039,6.78,13.850000000000001
우리기술,2175,60,-2.68,500,2900,133324,1.01,2448781,435,-2.94
현대바이오랜드,19300,200,-1.03,500,2895,15000,4.53,24537,-29.02,-9.25
이노와이어리스,42950,600,-1.3800000000000001,500,2894,6738,1.57,21795,31.03,14.19
제넨바이오,1435,35,2.5,100,2888,201225,0.54,1566104,-10.32,-58.120000000000005
인텍플러스,22600,250,-1.09,500,2869,12695,4.2700000000000005,61432,20.959999999999997,35.220000000000006
에스티큐브,9320,280,3.1,500,2850,30576,3.18,91952,-17.04,-49.2
브이티지엠피,8230,20,0.24000000000000002,500,2838,34484,3.3099999999999996,126126,21.54,1.6900000000000002
한국캐피탈,897,3,0.33999999999999997,500,2831,315610,0.38,298311,7.119999999999999,10.870000000000001
푸드나무,41450,950,2.3499999999999996,500,2821,6806,8.69,21106,64.77,11.76
에이디테크놀로지,21100,0,0,500,2813,13330,0.25,56158,29.68,3.23
아모텍,28800,0,0,500,2806,9743,2.96,21512,-14.28,-8.67
이녹스,29850,250,0.8400000000000001,500,2791,9351,0,112592,17.14,7.54
예스24,11150,100,0.9,500,2788,25000,0.98,215653,12.16,0.13
포인트모바일,21800,450,-2.02,100,2760,12662,0.41000000000000003,70000,-12.450000000000001,-42.01
큐렉소,8240,0,0,500,2755,33437,0.8300000000000001,65009,196.19,0.9400000000000001
디엔에프,23800,250,-1.04,500,2754,11572,5.98,102141,19.32,NA
SBI인베스트먼트,1695,45,-2.59,500,2747,162067,5.37,2200794,15.27,13.67
키네마스터,20250,300,-1.46,500,2743,13546,1.51,84943,397.06,18.34
펩트론,13250,250,1.92,500,2733,20627,3.5,141520,-15.19,-34.94
앱클론,17850,450,-2.46,500,2727,15278,12.59,88546,-29.650000000000002,-19.919999999999998
유니테크노,11550,950,8.96,500,2726,23606,2.88,320680,22.34,13.870000000000001
비나텍,52900,1800,-3.29,500,2721,5143,0.7899999999999999,142372,101.93,14.83
아나패스,23950,50,-0.21000000000000002,500,2719,11352,0.47000000000000003,35124,-9.82,-132.58
드림어스컴퍼니,4775,35,-0.73,500,2715,56860,4.05,75724,-8.18,-21.59
레몬,7330,90,-1.21,500,2712,37000,0.61,158978,-20.650000000000002,31.49
에이비프로바이오,1075,5,0.47000000000000003,500,2703,251470,6.39,1597379,-6.21,-45.97
파세코,19300,150,0.7799999999999999,500,2702,14000,0.45,51135,19.279999999999998,17.459999999999997
큐리언트,30300,0,0,500,2692,8883,1.26,0,-13.59,-52.68
에치에프알,20800,100,0.48000000000000004,500,2679,12882,0.8600000000000001,15160,-11.05,-35.730000000000004
아이디스,25000,200,0.81,500,2679,10716,1.1,25388,16.27,7.14
AP위성,17700,150,0.8500000000000001,500,2670,15082,0.8300000000000001,390333,-87.19,-1.6800000000000002
대한그린파워,1675,65,-3.74,100,2667,159206,0.18,1449009,-14.57,-76.61
서린바이오,31900,150,-0.47000000000000003,500,2648,8301,1.84,373103,44.620000000000005,8.18
지노믹트리,13000,0,0,500,2643,20328,0.63,27266,-30.88,-11.55
에이텍,31800,1400,4.609999999999999,500,2627,8260,1.8800000000000001,138727,47.11,10.99
아모센스,23400,0,0,500,2621,11200,1.1900000000000002,5756204,-20.45,-98.75
에스제이그룹,26550,0,0,500,2619,9866,4.78,60857,12.78,20.6
진성티이씨,11650,350,-2.92,500,2619,22482,4.1,246106,15.94,10.48
리드코프,9880,50,0.51,500,2613,26446,8.88,145379,5.14,11.78
엔피,6680,260,-3.75,100,2609,39050,0.07,1148924,NA,NA
수젠텍,16900,400,-2.3099999999999996,500,2601,15389,0.9,123936,-13.04,-93.85
뉴트리,28450,450,-1.56,500,2593,9113,2.92,14894,10.739999999999998,30
넥스턴바이오,7780,210,-2.63,500,2585,33221,1.1300000000000001,2605236,-30.51,-2.4699999999999998
GST,27700,950,-3.32,500,2581,9318,5.58,198615,11.32,15.06
에스티아이,16300,450,-2.69,500,2580,15830,6.71,86105,35.28,6.42
우주일렉트로,25900,0,0,500,2573,9934,9.229999999999999,57600,12.67,6.64
민앤지,20800,250,-1.1900000000000002,500,2571,12362,13.06,46136,13.47,15.9
이랜텍,10150,1350,15.34,500,2567,25291,3.27,14665771,105.73,-10.3
앤디포스,10750,150,1.42,500,2563,23838,0.52,171974,30.54,6.72
한국선재,10450,750,-6.7,500,2563,24522,1.08,2311462,32.06,2.01
경남스틸,10250,100,0.99,100,2562,25000,1.61,1361667,47.449999999999996,3.4
엘오티베큠,14350,500,-3.3699999999999997,500,2556,17810,1.33,170145,30.6,2.3899999999999997
액션스퀘어,6160,690,12.61,500,2546,41333,0.72,1954168,-90.59,-10.46
브릿지바이오테라퓨틱스,12950,300,-2.2600000000000002,500,2537,19594,0.54,72095,-11.69,-28.650000000000002
엔젠바이오,20400,50,0.25,1000,2535,12426,0.14,33222,-23.67,-36.54
아미노로직스,2880,0,0,100,2529,87827,0.9500000000000001,332242,35.56,4.06
케이피에스,14100,100,0.71,500,2524,17899,1.07,52374,-31.47,-5.98
비보존 헬스케어,1485,0,0,500,2523,169907,1.86,769033,-5.25,-40.36
동구바이오제약,8860,0,0,500,2522,28465,0.53,100894,34.339999999999996,10.139999999999999
현대이지웰,10600,100,-0.93,500,2517,23746,28.2,117156,16.41,19.36
홈센타홀딩스,1970,35,-1.75,500,2515,127670,1.98,2218774,51.839999999999996,4.04
레이언스,15150,50,0.32999999999999996,500,2514,16591,3.71,78097,459.09,-1
이지케어텍,39350,700,-1.75,500,2513,6386,0.91,87165,-57.61,-21.01
NE능률,15200,1100,-6.75,500,2512,16526,0.29000000000000004,805482,34.160000000000004,1.61
대보마그네틱,32050,50,0.16,500,2508,7824,0.6,57343,-1335.42,-2.9499999999999997
한컴위드,8880,70,-0.7799999999999999,500,2506,28217,2.25,87785,27.07,5.99
하이비젼시스템,16750,50,-0.3,500,2503,14942,3.27,237281,8.82,8.2
모트렉스,6150,30,0.49,100,2502,40687,0.43000000000000005,793353,64.06,-17.479999999999997
태웅,12500,0,0,500,2501,20007,1.7,0,-2.53,-18.21
대한광통신,3390,60,-1.74,500,2500,73742,2.8099999999999996,517245,-11.229999999999999,-16.51
디지털대성,8400,150,-1.75,500,2498,29733,0.8500000000000001,69305,13.79,10.239999999999998
동아화성,15800,50,0.32,500,2496,15800,1.03,559121,20.1,2.2800000000000002
에스피지,11200,50,-0.44,500,2484,22177,0.77,91434,15.84,9.709999999999999
원방테크,19400,1100,6.01,500,2483,12800,1.05,1200706,79.84,11.52
내츄럴엔도텍,8510,60,0.71,500,2481,29158,2.04,338381,-500.59,-8.709999999999999
이크레더블,20600,50,0.24000000000000002,500,2481,12044,14.28,3636,18.85,23.4
피에스케이홀딩스,11500,150,-1.29,500,2480,21562,0.52,25097,6.76,38.01
성광벤드,8670,140,-1.59,500,2480,28600,6.48,170999,-33.349999999999994,-0.32
에이프로,36000,100,0.28,500,2477,6881,0.48000000000000004,28617,-42.91,NA
뷰노,22150,150,0.6799999999999999,100,2474,11169,3.07,43715,-18.2,-1250.52
켐온,3870,80,2.11,100,2471,63861,0.65,2167708,84.13,4.1899999999999995
퓨쳐켐,18000,50,-0.28,500,2456,13646,2.2600000000000002,88388,-12.83,-84.72
코윈테크,25850,300,-1.1500000000000001,500,2449,9475,1.83,276510,76.93,2.51
엔시스,23150,50,-0.22,100,2444,10556,0.32999999999999996,844717,-122.49000000000001,NA
드림시큐리티,4805,135,-2.73,100,2432,50606,0.74,680331,39.71,7.42
키이스트,13650,450,-3.19,500,2421,17738,9.07,381506,36.99,22.419999999999998
제노포커스,10750,100,-0.92,500,2419,22499,3.09,515610,-23.32,-26.59
바이오다인,39200,300,-0.76,500,2418,6168,0.16,16790,-44.39,-65.61
광림,3260,40,1.24,500,2413,74033,0.74,4389903,-3.3899999999999997,-28.57
KCC건설,11200,100,-0.88,5000,2397,21400,5.58,76760,5.17,9.68
네오팜,29200,50,-0.17,500,2397,8207,13.52,20811,13.27,16.23
하이록코리아,17550,250,1.45,500,2389,13613,14.04,32721,43.77,1.57
아이씨디,13200,50,0.38,500,2385,18065,5.49,45901,13.97,20.49
와이엔텍,13100,200,1.55,500,2384,18200,3.24,92920,10.98,15
비즈니스온,20950,450,-2.1,500,2383,11376,8.2,9744,32.28,NA
유일에너테크,22200,400,1.83,500,2370,10675,0.14,417749,-44.220000000000006,30.630000000000003
에스퓨얼셀,34400,1000,-2.82,500,2365,6874,5.7700000000000005,52101,171.14,NA
오비고,20600,200,0.98,500,2351,11411,0.24000000000000002,137765,-40.47,36.120000000000005
테라젠이텍스,7180,30,-0.42000000000000004,500,2332,32474,1.45,55423,-39.02,-3.52
제우스,22450,0,0,500,2331,10384,5.54,38746,10.450000000000001,7.819999999999999
노랑풍선,16300,250,-1.51,500,2330,14297,1.05,1788729,-19.24,-11.18
삼기,6070,10,0.17,100,2327,38339,3.88,2110712,-134.89000000000001,-5.609999999999999
아이원스,9120,40,0.44,500,2326,25503,2,110416,21.459999999999997,0.32999999999999996
케이피엠테크,1595,145,10,100,2324,145678,2.08,35263134,797.5,-7.4
네오위즈홀딩스,26200,400,-1.5,500,2320,8857,5.58,272273,2.24,15.01
케이아이엔엑스,47450,400,-0.8400000000000001,500,2316,4880,26.59,38306,16.47,15.629999999999999
삼목에스폼,15750,450,-2.7800000000000002,500,2315,14700,2.9,62349,68.78,0.21000000000000002
갤럭시아머니트리,5900,90,1.55,500,2315,39230,0.8300000000000001,162023,327.78,4.24
포인트엔지니어링,4025,50,1.26,100,2314,57482,3.14,436351,33.82,12.18
씨티씨바이오,10200,1000,-8.93,500,2313,22674,3.2600000000000002,678902,-50,-25.759999999999998
레드캡투어,26900,600,-2.18,500,2311,8589,12.370000000000001,34566,16.73,6.67
코아시아,8780,30,-0.33999999999999997,500,2310,26315,0.7,80379,-86.93,-6.09
가온미디어,14550,150,1.04,500,2306,15852,4.470000000000001,434727,13.46,1.85
진매트릭스,11300,200,-1.74,500,2304,20394,1.07,141618,42.48,33.02
제로투세븐,11450,200,1.78,500,2294,20033,1.2,113370,545.24,-0.8500000000000001
제이씨케미칼,10250,150,-1.44,500,2282,22268,2.51,270020,14.860000000000001,8.03
예스티,13200,650,5.18,500,2282,17291,0.93,336418,-11.54,0.48000000000000004
티비씨,2275,85,3.88,500,2275,100000,0,3565800,48.4,3.36
디케이티,13800,200,-1.43,500,2272,16463,1.4,140554,24.95,17.23
시노펙스,3100,20,-0.64,500,2271,73243,2.88,519383,-23.130000000000003,-11.27
참좋은여행,16100,300,-1.83,500,2254,14000,3.14,429472,-29.38,-2.2
미래컴퍼니,26900,700,-2.54,500,2249,8362,2,45960,-27.09,-13.81
게임빌,34100,100,0.29000000000000004,500,2249,6595,4.94,36898,14.05,7.68
삼보판지,13900,150,-1.07,500,2248,16170,3.98,44589,4.25,9.639999999999999
KNN,1695,15,-0.88,500,2245,132430,0,1575418,24.21,3.1
어보브반도체,12850,0,0,500,2244,17460,1.32,106432,20.73,14.65
휴맥스,5290,50,0.9500000000000001,500,2243,42403,4.88,2351254,-4.23,-24.36
엠에스오토텍,6290,30,0.48000000000000004,500,2243,35654,0.65,166048,-3.9699999999999998,-87.38
로보스타,23000,250,-1.08,500,2242,9750,1.62,34403,-24.06,-14.67
일신바이오,5070,0,0,100,2242,44216,1.12,296499,49.220000000000006,9.39
한국정보인증,7190,50,0.7,500,2241,31165,0.17,51286,17.89,11.09
라온피플,21250,350,1.6700000000000002,500,2235,10518,0.4,67132,-52.730000000000004,NA
상신이디피,16750,150,0.9,500,2235,13342,1.6300000000000001,200491,15.4,12.850000000000001
휴온스블러썸,4555,0,0,500,2234,49045,0.05,0,-2.23,-80.76
테고사이언스,27550,50,0.18,500,2234,8109,0.9500000000000001,10580,2504.55,3.8299999999999996
유비쿼스,21800,350,-1.58,500,2234,10246,1.9,42553,9.77,16.919999999999998
제일전기공업,20100,100,-0.5,500,2233,11110,0.15000000000000002,62051,13.65,17.27
노터스,29100,150,0.52,100,2217,7619,5.2,27911,26.03,17.38
팜스토리,1990,30,1.53,500,2217,111417,1.05,1843710,6.79,14.739999999999998
우리바이오,4880,180,3.8299999999999996,500,2210,45278,0.99,1452645,9.16,16.47
풍국주정,17450,100,-0.5700000000000001,500,2199,12600,1.26,13825,23.64,5.98
도이치모터스,7420,50,0.6799999999999999,500,2198,29624,5.1,96306,8.05,5.48
잉글우드랩,11050,50,-0.45,0,2195,19868,13.17,151144,24.56,5.06
영화테크,20500,500,2.5,500,2191,10690,0,1506035,125,0.9
디바이스이엔지,31100,1300,-4.01,500,2188,7037,0.93,78973,7.01,37.44
피플바이오,19400,300,1.57,500,2182,11245,0.53,47353,-45.43,-76.03
텔레칩스,16150,350,2.22,500,2181,13506,0.42000000000000004,4190558,-46.809999999999995,-9.629999999999999
씨에스베어링,22750,200,0.89,500,2180,9580,0.8200000000000001,27594,47.690000000000005,11.82
멀티캠퍼스,36650,150,-0.41000000000000003,500,2172,5927,4.9,2982,13.62,8.76
에이티넘인베스트,4510,80,-1.74,500,2165,48000,5.53,823136,10.370000000000001,17.04
오성첨단소재,2995,25,-0.8300000000000001,500,2161,72167,1.46,370708,71.31,5.55
휴센텍,2690,130,5.08,100,2160,80294,0.59,2764137,-26.37,-16.439999999999998
와이엠텍,40050,50,0.13,500,2160,5393,0.11,129471,49.2,16.310000000000002
청담러닝,28650,50,0.17,500,2141,7474,5.64,28283,14.76,9.219999999999999
화일약품,3260,20,-0.61,500,2140,65634,1.61,187826,130.4,2.03
필옵틱스,10250,200,-1.91,500,2122,20699,0.54,130842,-74.28,6.22
세종메디칼,31300,1650,5.56,500,2121,6778,1.34,139442,-215.86,1.03
피에이치에이,10100,100,-0.98,500,2121,21000,9.18,43224,4.53,1.36
미코바이오메드,11550,300,-2.53,500,2113,18291,0,75044,-29.24,-20.27
엘앤케이바이오,15750,150,-0.9400000000000001,500,2109,13393,1.6400000000000001,59895,-15.38,-40.290000000000006
마이크로디지탈,28950,100,-0.33999999999999997,500,2102,7262,3.52,232405,-21.49,-82.28
진로발효,31750,200,-0.63,500,2102,6621,9.9,2563,24.259999999999998,14.360000000000001
선익시스템,23250,400,-1.6900000000000002,500,2102,9040,0.55,208631,-341.90999999999997,2.56
서한,2080,40,-1.8900000000000001,500,2099,100895,5.159999999999999,1820951,5.56,5.859999999999999
파멥신,8160,110,-1.33,500,2095,25679,0,163402,-3.7800000000000002,-54.06
아모그린텍,12700,0,0,500,2095,16497,0.61,51066,83.01,2.82
삼지전자,12800,50,0.39,500,2089,16319,1.48,64327,9.1,12.77
미스터블루,8430,50,0.6,100,2087,24762,0.48000000000000004,60564,21.84,25.45
아이텍,12550,50,0.4,500,2087,16627,1.42,372607,-16.43,-8.15
나노엔텍,7780,150,-1.8900000000000001,500,2085,26798,0.6699999999999999,269974,33.39,6.33
퀀타매트릭스,14000,50,-0.36,500,2082,14873,0.25,82047,-12.25,-33.82
위드텍,20400,200,0.99,500,2077,10184,0.3,33418,20.24,12.19
유티아이,12700,50,0.4,500,2058,16207,7.109999999999999,38279,208.2,0.92
소마젠,10750,50,-0.46,0,2057,19134,0,33704,-8.88,-235.28
동국산업,3780,35,-0.92,1000,2050,54244,4.63,204050,12.31,1.71
알에프텍,6370,90,-1.3900000000000001,500,2044,32089,2.22,179662,-10.91,-21.17
라이온켐텍,10800,1940,21.9,500,2040,18894,2.71,4231401,28.419999999999998,6.99
바이브컴퍼니,37650,900,2.4499999999999997,500,2031,5394,0.98,37026,-71.85,NA
이엠코리아,4760,35,-0.73,500,2027,42581,1.5,266537,-91.54,-3.05
티에스아이,10900,100,-0.91,500,2020,18534,0.43000000000000005,1155199,-52.15,-5.28
바이오솔루션,24800,150,-0.6,500,2011,8108,2.32,34562,-210.17,NA
대화제약,10800,100,-0.92,500,2011,18617,3.44,63898,147.95000000000002,-2.4899999999999998
씨앤투스성진,20100,100,0.5,500,2009,9996,5.02,42310,4.02,75.7
제이브이엠,16550,50,-0.3,500,2001,12090,1.6300000000000001,24877,22.8,8
코렌텍,16900,450,2.74,500,1999,11830,1.73,159854,124.26,4.119999999999999
남화산업,9710,200,-2.02,200,1999,20588,0.49,77919,18.150000000000002,4.8
녹십자엠에스,9460,60,-0.63,500,1998,21117,0.8600000000000001,36371,34.91,12.67
한국전자금융,5850,40,-0.6799999999999999,500,1998,34148,6.39,68145,52.230000000000004,2.24
보성파워텍,4045,60,-1.46,500,1987,49130,1.06,2254158,-311.15000000000003,2
켄코아에어로스페이스,16850,150,-0.88,500,1986,11784,30.88,212765,-13.360000000000001,-26.34
오리엔탈정공,4350,15,0.35,500,1982,45574,0.09,147495,8.84,64.06
아이비김영,4410,170,-3.71,100,1982,44947,0.17,810418,91.88,-2.51
그린플러스,18300,700,3.98,500,1980,10820,1.72,313582,-26.22,-5.53
옵트론텍,8120,120,1.5,500,1980,24384,2.23,173903,-20.77,-7.52
OQP,2380,0,0,200,1976,83007,2.68,0,-1.05,-260.78
대정화금,27450,250,-0.9,500,1974,7190,0.88,79128,30.57,7.1499999999999995
선데이토즈,20550,150,0.74,500,1967,9570,6.84,16261,15.59,10.42
큐로컴,1560,15,-0.9500000000000001,500,1965,125973,2.84,495401,-34.67,-21.77
HB테크놀러지,2480,35,-1.3900000000000001,500,1959,78990,2.98,1506553,-19.84,2.21
티엘비,39800,1000,2.58,500,1957,4916,0,36627,21.86,NA
특수건설,11400,150,1.33,500,1952,17126,1.1600000000000001,325788,122.58,2.7
에이치엘사이언스,36100,100,-0.28,500,1947,5392,0.75,5463,10.77,22.19
푸른저축은행,12900,300,-2.27,1000,1946,15083,1.62,40014,8.2,8.07
SV인베스트먼트,3650,0,0,500,1943,53234,0,238234,18.16,15.54
윈스,15900,150,0.9500000000000001,500,1942,12212,5.06,16534,15.38,15.2
코세스,11700,500,-4.1,500,1940,16585,2.4699999999999998,634466,22.459999999999997,22.759999999999998
씨앤씨인터내셔널,29050,250,-0.8500000000000001,100,1939,6676,0.16,22126,22.36,26.279999999999998
씨티케이,10000,40,0.4,500,1934,19342,2.3499999999999996,180804,-277.78,-0.27
세운메디칼,4410,70,1.61,100,1932,43800,1.42,125205,18.610000000000003,10.65
한국전자인증,10150,0,0,500,1928,19000,1.48,518358,78.08,6.51
싸이맥스,17650,350,-1.94,500,1928,10924,2.67,94667,6.41,20.05
버킷스튜디오,4665,1075,29.939999999999998,500,1922,41211,1.31,74648934,37.02,-11.350000000000001
우리산업,21050,100,0.48000000000000004,500,1922,9132,3.98,19350,19.69,4.53
엠로,35400,400,1.1400000000000001,500,1921,5426,0.01,55559,53.64,NA
우수AMS,5390,70,-1.28,500,1920,35618,1.32,255146,-131.46,-10.33
디아이티,10150,50,0.5,100,1918,18900,0.98,68340,461.36,0.8700000000000001
금화피에스시,31900,550,-1.6900000000000002,500,1914,6000,25.610000000000003,5087,8.1,12.07
쎄미시스코,27750,750,-2.63,500,1913,6895,0.5700000000000001,245598,-15.209999999999999,-48.290000000000006
농우바이오,11900,300,2.59,500,1908,16031,1.1900000000000002,67558,24.69,4.03
큐브엔터,13700,250,1.86,500,1891,13805,1.25,208121,161.18,-0.75
인피니트헬스케어,7750,0,0,500,1891,24396,1.8900000000000001,76032,18.279999999999998,7.6
기가레인,2380,20,-0.8300000000000001,500,1886,79243,0.38,505891,-10.92,-65.47
아스트,7320,40,0.55,500,1881,25695,1.08,264425,-5.95,-18.02
일진파워,12450,100,0.81,500,1877,15079,2.56,993531,14.53,10.850000000000001
JW신약,4270,0,0,500,1876,43937,1.53,174643,-56.18,-10.51
에이치엘비파워,2055,35,-1.6700000000000002,500,1872,91115,2.25,1132639,-76.11,1.8
모비릭스,20100,200,-0.99,100,1870,9304,0.19,39932,18.310000000000002,27.19
이지바이오,5440,0,0,100,1860,34192,2.15,97777,13.950000000000001,NA
아가방컴퍼니,5620,180,-3.1,500,1848,32888,1.92,461231,-170.3,-1.47
코스맥스엔비티,8960,20,-0.22,500,1848,20628,1.46,46586,-19.959999999999997,-18.89
위메이드맥스,11600,450,-3.73,500,1832,15796,0.16,1509356,-17.08,-65.69
대한약품,30500,600,-1.93,500,1830,6000,16.93,26478,11.32,9.97
오상자이엘,10300,0,0,500,1828,17748,2.51,324635,20.810000000000002,46.13
동양이엔피,23250,50,-0.21000000000000002,500,1827,7860,7.68,1638839,9.59,10.139999999999999
멕아이씨에스,11350,50,0.44,500,1822,16051,5.35,62021,7.84,113.22
양지사,11400,150,1.33,500,1822,15980,0.12000000000000001,138739,137.35000000000002,0.7
가비아,13450,200,-1.47,500,1821,13536,11.58,51309,16.24,14.99
아바코,11800,800,-6.35,500,1819,15413,5.9,147496,21.150000000000002,10.729999999999999
핌스,24200,600,-2.42,500,1817,7508,3.52,95417,38.6,15.65
녹십자웰빙,10200,0,0,500,1811,17752,1.25,33970,64.56,1.84
쎌바이오텍,19250,50,0.26,500,1810,9400,10.57,17660,55.32,3.13
오텍,11750,200,1.73,500,1809,15392,8.4,68818,53.65,2.86
3S,3905,80,2.09,500,1807,46272,2.19,948193,229.70999999999998,2
리메드,29500,1700,6.119999999999999,500,1804,6115,6.79,90923,-59.839999999999996,NA
DMS,7340,130,-1.74,500,1804,24573,3.63,165895,4.04,20.64
유라테크,15650,450,2.96,500,1803,11520,0.45,2019403,44.839999999999996,4.03
바이오로그디바이스,4345,315,7.819999999999999,100,1800,41431,1.44,18194521,-10.27,-36.03
와이어블,3405,5,0.15000000000000002,500,1800,52860,0.62,70809,64.25,4.28
라온시큐어,4635,115,-2.42,500,1792,38667,4.2700000000000005,704011,-19,-38.05
슈프리마,24850,50,0.2,500,1788,7193,6.5,12062,18.25,6.68
캔서롭,7740,0,0,500,1786,23078,0.11,0,-53.379999999999995,-25.54
빅텍,6230,240,-3.71,200,1785,28653,1.23,1674386,30.39,6.39
에스와이,3800,40,1.06,500,1784,46945,1.11,347703,-18.810000000000002,-19.130000000000003
얍엑스,2055,10,0.49,500,1781,86644,0.8400000000000001,1323219,51.379999999999995,-2.25
JTC,5070,80,-1.55,0,1775,35006,9.239999999999998,60133,-1.76,-57.43
플래티어,21400,400,-1.83,500,1770,8270,0.18,128560,47.87,39.6
코리아나,4390,20,-0.45,500,1756,40000,5.06,173172,86.08,-0.63
한컴MDS,19700,300,-1.5,500,1743,8849,14.08,52977,36.01,3.69
코프라,8250,120,1.48,500,1742,21116,4.7,1998534,8.97,11.19
비트컴퓨터,10400,300,2.9699999999999998,500,1729,16623,1.54,1678068,29.55,12.49
압타머사이언스,20400,350,-1.6900000000000002,500,1727,8466,0.59,91727,-46.15,-18.25
제주반도체,5010,20,-0.4,500,1726,34443,0,224121,-715.71,9.719999999999999
SBI핀테크솔루션즈,7170,40,-0.55,0,1724,24048,80.3,15428,23.82,17.22
오르비텍,6900,30,-0.43000000000000005,500,1723,24968,1.12,141041,-11.98,-36.54
골드퍼시픽,2170,225,-9.39,500,1723,79386,2.24,22049271,16.439999999999998,-3.71
피엔에이치테크,38000,450,-1.1700000000000002,500,1716,4516,2.4099999999999997,16478,-26.7,117.77
프리시젼바이오,15150,200,1.34,500,1715,11319,0,43624,-29.71,-20.41
디에스케이,8410,40,0.48000000000000004,500,1712,20355,2.12,40889,-23.56,-14.54
씨이랩,56700,1100,1.98,500,1709,3014,0.33999999999999997,15652,2180.77,27.84
신일제약,15200,100,-0.65,500,1705,11217,0.75,67082,31.54,7.23
카스,7120,320,4.71,500,1705,23945,1.35,4522195,-20.88,-5.09
야스,13050,400,-2.9699999999999998,500,1704,13058,1.37,46169,44.24,7.51
클리노믹스,12650,200,1.61,100,1704,13470,0.32999999999999996,44137,-10.950000000000001,-58.47
비씨월드제약,19150,100,0.52,200,1703,8892,1.72,62314,51.2,4.6899999999999995
룽투코리아,6690,1460,-17.91,500,1701,25429,44.949999999999996,8920034,-128.65,3.8
엠아이텍,5410,160,3.05,500,1700,31424,1.56,309973,20.419999999999998,12.89
엔비티,20000,200,-0.99,100,1698,8488,0,45266,61.160000000000004,40.720000000000006
글로벌텍스프리,3480,15,-0.43000000000000005,500,1696,48737,4.970000000000001,228501,-8.41,-7.67
와이엠씨,8470,50,-0.59,500,1692,19974,2.9499999999999997,96619,21.89,9.1
제주맥주,2995,10,0.33999999999999997,500,1692,56485,0.46,288929,-9.16,NA
센코,20500,200,-0.97,500,1692,8251,1.23,30734,126.54,5.06
우리손에프앤지,2440,10,-0.41000000000000003,500,1689,69238,1.35,493623,6.46,11.27
한국경제TV,7340,0,0,500,1688,23000,5.25,17461,6.35,14.629999999999999
트루윈,8520,70,0.8300000000000001,500,1682,19740,1.92,417428,-26.22,NA
피엔케이피부임상연구센타,22400,150,0.6699999999999999,500,1681,7503,1.4,25361,23.75,16.77
엠투아이,10000,100,-0.99,100,1680,16798,2.11,164963,16.919999999999998,20.58
대양전기공업,17550,150,-0.8500000000000001,500,1679,9567,1.72,27166,13.850000000000001,6.48
영풍정밀,10650,150,-1.3900000000000001,500,1677,15750,3.94,136112,14.92,4.71
핑거,18150,200,-1.09,500,1677,9239,0.24000000000000002,61138,-70.9,21.55
코스메카코리아,15700,150,-0.9500000000000001,500,1677,10680,1.37,48446,45.64,2.04
옵티팜,11450,200,-1.72,500,1670,14589,0.38,49799,-47.120000000000005,-6.78
미투온,5340,20,0.38,500,1669,31258,4.01,102201,16.43,12.62
위더스제약,12650,300,-2.32,200,1668,13189,0.54,97335,44.230000000000004,2.4299999999999997
팅크웨어,16000,100,-0.62,500,1668,10426,2.58,59746,16.43,5.56
엑셈,4920,115,2.3899999999999997,100,1667,33882,2.6,3365455,19.919999999999998,11.639999999999999
